Li,Be,B,C,Mg,Al,Si,P,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Y,Zr,Nb,Mo,Pd,Ag,In,Sn,La,Ce,Pr,Nd,Sm,Gd,Tb,Dy,Ho,Er,Tm,Lu,Hf,Ta,W,Pt,Au,index,Dmax
0.0,0.0,0.0010846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019523078,0.0013015384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00028846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9951923,2.0
0.0,0.0,0.0,0.0,0.0011052631,0.0,0.0,0.0,0.0014688995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022105263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9952153,1.0
0.0,0.0,0.0,0.0,0.0014666667,0.0,0.0,0.0,0.0014619048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00036666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99523807,3.0
0.0,0.0,0.0009099526,0.0,0.0,0.0,0.00022748816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00034123223,0.00307109,0.0,0.0,0.0,0.0,0.0,0.0,0.00018957346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99526066,2.0
0.0,0.0,0.0,0.0,0.0,4.1037733e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023564622,0.0,0.0,0.0,0.0023564622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99528295,5.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00046948358,0.0,0.0,0.0,0.0,0.0,0.0,0.0028169015,0.0,0.0,0.0,0.0014084508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9953052,4.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021028037,0.0,0.0,0.0,0.0,0.0,0.00033644857,0.0017663551,0.0,0.0,0.0,0.00046728973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9953271,1.0
0.0,0.0,0.00069069763,0.0,0.0,0.0,0.00046046512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034534885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6511628e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9953488,0.5
0.0,0.0,0.0011574074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025949075,0.0006226852,0.0,0.0,0.0,0.0,0.0,0.0,0.00025462962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9953704,2.5
0.0,0.0,0.0,0.0,0.0,0.0006451613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000921659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030414748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9953917,2.0
0.0,0.0,0.00089068804,0.00044536695,0.0,0.0,0.00089068804,0.002226789,0.0,0.0,0.0,0.0,0.0,0.0,4.4541284e-05,4.4541284e-05,4.4541284e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9954128,2.0
0.0,0.0,0.0,0.0,0.0,0.0003652968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016438357,0.0,0.0,0.0,0.0019178082,0.0002739726,0.0,0.0,0.0003652968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9954338,4.0
0.0,0.0,0.0,0.0,0.0,0.00036363635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016363637,0.0,0.0,0.0,0.0021818182,0.0,0.0,0.0,0.00036363635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99545455,25.0
0.0,0.0,0.0,0.0,0.0,0.0007239819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012669683,0.0,0.0,0.0,0.0,0.0004524887,0.002081448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9954751,14.0
0.0,0.0009009009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009009009,0.0,0.0,0.0,0.0,0.0,0.0,0.0009009009,0.0,0.0,0.0,0.0009009009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009009009,0.0,0.0,0.0,0.0,0.9954955,12.0
0.0,0.0,0.0,0.0,0.0,0.00035874438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001883408,0.0,0.0,0.0,0.001883408,0.0,0.0,0.0,0.00035874438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9955157,14.0
0.0,0.0,0.0,0.0,0.0011160715,0.0,0.0,0.0,0.0029017855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00044642857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99553573,0.5
0.0,0.0,0.0010662222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031542222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8666667e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022213333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9955556,5.0
0.0,0.0,0.0009734513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025663716,0.00061946904,0.0,0.0,0.0,0.0,0.0002654867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99557525,2.5
0.0,0.0,0.00026431718,0.000660793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000660793,0.0,0.0018942732,0.00022026432,0.0,0.0,0.0,0.0,8.810573e-05,0.0,0.0,0.0006167401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99559474,9.0
0.0,0.0011403508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011842105,0.0,0.0,0.0,0.0,0.0,0.0,0.0004385965,0.0,0.0,0.0,0.0013596491,0.0,0.0,0.0,0.00026315788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99561405,14.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018558953,0.0,0.0,0.0,0.0,0.0,0.00032751093,0.0018558953,0.0,0.0,0.0,0.00010917031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021834062,0.0,0.0,0.0,0.0,0.9956332,2.5
0.0,0.0,0.0,0.0,0.0,0.0,8.695652e-05,0.0,0.0,0.0,0.0017391305,0.0,0.0,0.0,0.0,0.0,0.0,0.0016521739,0.0,0.0,0.0,0.00043478262,0.0,0.0,0.00043478262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9956522,5.0
0.0,0.0,0.0,0.0,0.0028383548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011006494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.995671,6.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002586207,0.0,0.0,0.0,0.0,0.00043103448,0.0012931034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99568963,2.0
0.0,0.0,0.0,0.0,0.0,0.0003862661,0.0,0.0,0.0,0.0,0.00017167382,0.0,0.0,0.0,0.0,0.0,0.00030042918,0.0010300429,0.0,0.0,0.0,0.0024034334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99570817,3.0
0.0,0.0,0.0,0.0,0.0010683761,0.0,0.0,0.0,0.0019230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012820513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99572647,6.0
0.0,0.0008510638,0.0,0.0,0.0005106383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00034042553,0.0004255319,0.0,0.0,8.510638e-05,0.0015319149,0.0005106383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9957447,5.0
0.0,0.0,0.0,0.0,0.0027542373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00063559326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004237288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004237288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9957627,6.0
0.0,0.0,0.0,0.0,0.0025316456,0.0,4.2194097e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009957806,0.0,0.0,0.0,2.1097047e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9957806,1.5
0.0,0.001092437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011344538,0.0,0.0,0.0,0.0,0.0,0.00025210084,0.00042016807,0.0,0.0,0.0,0.001302521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9957983,15.0
0.0,0.0,0.0,0.0,0.0,0.0003882845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000112552305,0.0014736402,0.0,0.0,0.0,0.0020970711,0.0,0.0,0.0,0.000112552305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9958159,20.0
0.0,0.0,0.0,0.0,0.0,0.0010416667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00083333335,0.0,0.0,0.0,0.0,0.0022916668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99583334,2.0
0.0,0.0,0.0,0.0,0.0,0.0,8.298755e-05,0.0,0.0,0.0,0.00053941907,0.0,0.0,0.0,0.0,0.0,0.0024481327,0.0,0.0,0.0,0.0,0.000746888,0.00020746888,0.0,0.0,0.0,0.0,0.00012448133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9958506,2.0
0.0,0.0,0.0,0.0,0.0,0.00020661157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001859504,0.0,0.0,0.0,0.001859504,0.0,0.0,0.0,0.00020661157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9958678,9.0
0.0,0.0,0.0,0.0,0.0,0.0005761317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00041152263,0.00041152263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027160496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9958848,1.5
0.0,0.0,0.0,0.0,0.0,0.00036885246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00028688525,0.0009836066,0.0,0.0,0.0,0.002295082,0.0,0.0,0.0,0.00016393443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99590164,5.0
0.0,0.0,0.0,0.0,0.0,0.0010204081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00081632653,0.0,0.0,0.0,0.0,0.0006530612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015918367,0.0,0.0,0.0,0.0,0.0,0.9959184,5.0
0.0,0.0,0.0,0.0,0.0023983738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00091463415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00030487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00044715448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99593496,26.0
0.0,0.0,0.0,0.0,0.0012457086,0.0,0.0,0.0,0.0012457086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00031141704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012457086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9959515,2.0
0.0,0.0,0.0,0.0,0.0,0.00032258063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000120967736,0.000766129,0.0,0.0,0.0,0.0028225805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99596775,1.5
0.0,0.0,0.0,0.0,0.0,0.00032128513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024096385,0.0012048193,0.0,0.0,0.0,0.0019277108,0.0,0.0,0.0,0.00032128513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99598396,25.0
0.0,0.000796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001592,0.0,0.0,0.0,0.0,0.0,0.0001194,0.0004776,0.0,0.0,2e-05,0.000995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.996,5.0
0.0,0.0,0.0,0.0,0.0,0.0,0.00065737055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00039840638,0.0,0.0,0.0,0.0,0.0,0.0,0.002928287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99601597,2.0
0.0,0.0,0.0,0.0,0.0,0.0007936508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009920635,0.0,0.0,0.0,0.0,0.0,0.0011904762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009920635,0.0,0.0,0.0,0.0,0.99603176,5.0
0.0,0.0,0.0,0.0,0.0,6.0474304e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5138339e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003145138,0.0007862845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9960474,12.0
0.0,0.0011023622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016141732,0.0,0.0,0.0,0.0,0.0,0.0,0.00023622047,0.0,0.0,0.0,0.000984252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.996063,15.0
0.0,0.0,0.0,0.0,0.0,0.00035282355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017249412,0.0,0.0,0.0,0.0018425492,1.2156863e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9960785,8.0
0.0,0.0,0.0,0.0,0.0022265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012304687,0.0,0.0,0.0003125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013671875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99609375,12.0
0.0,0.0,0.00085603114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021789884,0.00062256807,0.0,0.0,0.0,0.0,0.00023346303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99610895,2.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022286822,0.0,0.00019379845,0.0,0.0014534884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.996124,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023166025,0.0,0.0,0.0,0.0,0.0005791506,0.00096525095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.996139,1.5
0.0,0.0,0.0,0.0,0.0,0.00028846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020192307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015384615,0.0,0.0,0.0,0.0,0.99615383,3.0
0.0,0.0,0.0,0.0,0.00067049806,0.0,0.0,0.0,0.002394636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00076628354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99616855,10.0
0.0,7.6335874e-07,0.00022896947,0.0004960687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00038160305,0.0,0.0022896181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00034343512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.633588e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9961832,8.0
0.0,0.0,7.6045624e-05,0.0,0.0,0.00038022813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00076045626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025855515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9961977,2.0
0.0,0.0,0.0,0.0,0.0,0.00047348486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4696974e-05,0.0,0.0,0.0006628788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018939395,0.0,0.0,0.0023674243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9962121,7.0
0.0,0.0,0.0,0.0,0.0022641511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00089056604,0.0,0.0,0.0,3.773585e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005811321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99622643,3.0
0.0,0.0,0.0,0.0,0.0006804511,0.0,0.0,0.0,0.001368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017105264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9962406,3.0
0.0,0.0007490637,0.0,0.0,0.0004494382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.490636e-05,0.0,0.0002247191,0.00037453184,0.0,0.0,7.490636e-05,0.0013483147,0.0004494382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9962547,5.0
0.0,0.0,0.0,0.0,0.0,0.00026119404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014925373,0.0,0.0,0.0,0.0017910447,0.0,0.0,0.0,0.00018656717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99626863,10.0
0.0,0.0,0.0,0.0,0.0010111525,0.0,0.0,0.0,0.0013531598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013531598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9962825,8.0
0.0,0.0,0.0,0.0,0.0,0.0,7.407407e-05,0.0,0.0,0.0,0.0005925926,0.0,0.0,0.0,0.0,0.0,0.002185185,0.0,0.0,0.0,0.0,0.00062962965,0.000111111105,0.0,0.0,0.0,0.0,0.000111111105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9962963,1.0
0.0,0.0,0.00022140221,0.00055350555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00055350555,0.0,0.0,0.0017712177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00051660516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.380074e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99630994,10.0
0.0,0.0,0.0,0.0,0.0,0.00045588234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003235294,0.0003235294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025735293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9963235,0.5
0.0,0.0,9.7435895e-06,0.0,0.0,0.0,2.4175824e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002190476,0.0014603296,0.0,0.0,0.0,0.0,0.0,0.0,3.6630034e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.996337,4.0
0.0,0.0,0.0,0.0,0.0009963504,0.0,0.0,0.0,0.0011605839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014927008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99635035,4.0
0.0,0.0,0.00060618186,0.0,0.0,0.0,0.0003029091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025756364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015163637,0.0,0.0,0.0,0.0,0.99636364,1.5
